;NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_COR_RACA;TP_ESCOLA;SG_UF_PROVA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;Q001;Q002;Q006;Q012;Q019;Q025
192;210061110010;2023;3;M;Parda;Pública;CE;510.1;558.9;554.9;578.0;720.0;C;D;B;Sim, uma;Sim, uma;Sim
193;210059727180;2023;6;M;Parda;Não Respondeu;PE;;;;;;E;E;B;Sim, uma;Sim, uma;Sim
194;210060866137;2023;1;F;Branca;Não Respondeu;MG;431.3;578.3;572.4;581.9;920.0;E;F;D;Sim, duas;Sim, uma;Sim
195;210061106080;2023;11;M;Parda;Não Respondeu;PA;;451.1;493.3;;380.0;H;D;B;Sim, uma;Sim, uma;Sim
196;210060024710;2023;1;M;Branca;Não Respondeu;BA;547.6;625.5;539.1;675.3;640.0;F;F;N;Sim, uma;Sim, duas;Sim
197;210059627212;2023;11;M;Preta;Não Respondeu;BA;;;;;;A;E;B;Sim, uma;Sim, uma;Sim
198;210059590171;2023;2;M;Parda;Pública;RJ;510.9;609.2;615.3;650.0;740.0;D;E;C;Sim, uma;Sim, uma;Sim
199;210058546423;2023;3;M;Parda;Pública;PA;;;;;;A;C;B;Sim, uma;Sim, uma;Não
200;210059824709;2023;3;F;Parda;Pública;SP;426.2;438.4;494.8;390.3;480.0;H;F;F;Sim, uma;Sim, duas;Sim
201;210058656724;2023;3;M;Parda;Pública;SP;;;;;;E;E;K;Sim, uma;Sim, uma;Sim
202;210061820128;2023;2;F;Parda;Não Respondeu;RN;350.0;403.0;402.0;439.5;440.0;B;B;B;Sim, uma;Sim, uma;Sim
203;210060053060;2023;4;F;Branca;Não Respondeu;AL;404.7;414.7;526.1;392.2;440.0;E;E;B;Sim, uma;Sim, uma;Sim
204;210060950001;2023;6;F;Parda;Não Respondeu;TO;;;;;;F;E;E;Sim, uma;Sim, uma;Sim
205;210058416327;2023;3;M;Não declarado;Privada;PE;716.9;783.6;670.0;825.2;960.0;G;G;P;Sim, uma;Sim, duas;Sim
206;210059178552;2023;2;M;Parda;Não Respondeu;MA;;;;;;E;D;A;Sim, uma;Sim, uma;Sim
207;210060626340;2023;8;F;Branca;Não Respondeu;MG;;;;;;C;C;B;Sim, uma;Não;Não
208;210060509237;2023;4;F;Parda;Não Respondeu;MA;606.9;669.8;621.3;745.3;880.0;E;G;I;Sim, duas;Sim, uma;Sim
209;210061263592;2023;3;F;Branca;Pública;DF;592.1;705.5;627.4;736.0;920.0;E;E;D;Sim, uma;Sim, uma;Sim
210;210060104335;2023;2;M;Branca;Privada;PI;563.5;620.3;557.7;697.2;800.0;E;G;E;Sim, uma;Sim, uma;Sim
211;210061191161;2023;3;F;Parda;Pública;PE;;;;;;E;E;B;Sim, uma;Sim, uma;Não
212;210058828327;2023;6;F;Preta;Pública;PA;455.7;418.6;462.4;411.0;540.0;C;E;B;Sim, uma;Sim, uma;Não
213;210058667326;2023;4;F;Branca;Não Respondeu;AL;515.4;509.0;553.0;510.2;760.0;C;B;C;Sim, uma;Sim, uma;Sim
214;210061609253;2023;2;F;Branca;Privada;PA;428.2;486.6;469.9;479.0;900.0;E;E;E;Sim, uma;Sim, uma;Sim
215;210059757274;2023;4;M;Branca;Privada;MG;612.2;587.0;559.4;771.3;940.0;E;G;M;Sim, uma;Sim, duas;Sim
216;210060760513;2023;8;M;Parda;Não Respondeu;MG;507.6;565.9;545.3;660.5;600.0;F;E;G;Sim, uma;Sim, uma;Sim
217;210058090373;2023;4;F;Branca;Não Respondeu;RJ;602.9;613.6;627.5;712.3;640.0;B;E;C;Sim, uma;Sim, uma;Sim
218;210061356894;2023;12;F;Parda;Não Respondeu;MG;600.4;638.1;570.8;618.9;720.0;B;F;B;Sim, uma;Não;Sim
219;210059127154;2023;12;F;Parda;Não Respondeu;RN;494.4;552.1;560.8;337.2;580.0;A;B;A;Sim, uma;Sim, uma;Sim
220;210058969980;2023;8;F;Parda;Não Respondeu;SE;507.4;542.3;514.5;514.2;800.0;E;B;B;Não;Não;Não
221;210061718191;2023;1;M;Preta;Não Respondeu;PE;389.2;474.3;512.7;447.1;560.0;F;G;B;Sim, uma;Sim, duas;Sim
222;210059954459;2023;5;F;Branca;Não Respondeu;RN;534.0;570.1;532.6;557.5;720.0;A;B;B;Sim, uma;Sim, uma;Sim
223;210061174065;2023;2;F;Parda;Não Respondeu;MT;473.1;525.1;557.9;502.4;660.0;B;D;F;Sim, uma;Sim, uma;Sim
224;210060453666;2023;2;M;Parda;Privada;RJ;610.4;607.5;536.2;667.7;800.0;D;E;F;Sim, uma;Sim, duas;Sim
225;210059330357;2023;5;F;Branca;Não Respondeu;BA;515.5;367.4;511.9;418.5;660.0;B;E;D;Sim, uma;Sim, uma;Sim
226;210061224589;2023;3;F;Preta;Pública;PA;468.2;438.6;384.6;353.4;420.0;E;F;E;Sim, uma;Sim, uma;Não
227;210060386363;2023;4;F;Branca;Pública;RN;422.5;545.6;522.5;419.4;320.0;F;G;B;Sim, uma;Sim, uma;Sim
228;210059021420;2023;6;F;Preta;Não Respondeu;BA;485.3;531.6;552.0;547.7;900.0;C;A;B;Sim, uma;Sim, uma;Sim
229;210058280613;2023;2;F;Branca;Não Respondeu;MA;573.8;516.0;550.4;669.7;820.0;D;E;I;Sim, uma;Sim, quatro ou mais;Sim
230;210059947046;2023;8;M;Parda;Não Respondeu;RJ;;;;;;D;E;D;Sim, uma;Sim, uma;Sim
231;210060338370;2023;8;M;Parda;Não Respondeu;MS;;;;;;B;C;F;Sim, uma;Sim, uma;Sim
232;210059601625;2023;5;F;Parda;Não Respondeu;MA;;;;;;E;E;B;Sim, uma;Sim, uma;Sim
233;210061014887;2023;2;M;Parda;Pública;PI;499.1;484.4;508.9;596.2;860.0;C;F;E;Sim, uma;Sim, uma;Sim
234;210058769419;2023;2;F;Parda;Pública;CE;480.1;472.8;537.4;482.6;600.0;A;C;A;Não;Não;Não
235;210058210267;2023;3;F;Parda;Pública;ES;348.7;471.8;502.1;598.9;900.0;H;C;B;Sim, uma;Sim, uma;Sim
236;210058123304;2023;11;F;Parda;Não Respondeu;RN;472.9;417.9;515.3;452.8;520.0;A;B;C;Sim, uma;Sim, uma;Sim
237;210061357580;2023;12;M;Branca;Não Respondeu;RN;564.2;537.8;601.4;612.1;560.0;F;G;H;Sim, uma;Sim, duas;Sim
238;210061931560;2023;5;F;Preta;Pública;BA;;;;;;B;E;B;Sim, duas;Sim, uma;Sim
239;210059935164;2023;3;F;Parda;Pública;SP;457.6;528.7;536.4;499.1;820.0;B;G;E;Sim, uma;Sim, duas;Sim
240;210059122155;2023;11;M;Branca;Não Respondeu;RN;547.7;607.0;621.3;704.7;580.0;F;E;E;Sim, uma;Sim, uma;Sim
241;210061318577;2023;17;F;Parda;Não Respondeu;MS;651.4;543.5;663.2;682.8;680.0;E;C;M;Sim, uma;Sim, uma;Sim
242;210061988343;2023;2;F;Não declarado;Não Respondeu;MG;457.1;515.3;508.3;467.9;580.0;E;E;B;Sim, uma;Sim, uma;Sim
243;210061792943;2023;2;M;Branca;Privada;PR;535.1;540.0;544.4;614.2;720.0;F;F;G;Sim, duas;Sim, quatro ou mais;Sim
244;210059195029;2023;14;F;Branca;Não Respondeu;MA;;;;;;H;E;E;Sim, uma;Não;Sim
245;210061371607;2023;3;F;Branca;Não Respondeu;SP;639.6;702.7;596.2;720.5;880.0;G;G;I;Sim, uma;Sim, duas;Sim
246;210060894233;2023;7;F;Preta;Não Respondeu;BA;;;;;;C;D;B;Sim, uma;Sim, uma;Não
247;210061392733;2023;3;F;Branca;Pública;SC;;;;;;G;C;G;Sim, uma;Sim, uma;Sim
248;210060098220;2023;3;F;Branca;Pública;MG;495.1;562.5;560.3;648.5;960.0;E;D;D;Sim, uma;Sim, uma;Sim
249;210058252495;2023;2;F;Branca;Pública;CE;537.4;569.5;581.7;701.5;920.0;B;C;B;Sim, uma;Não;Sim
250;210061162923;2023;15;M;Branca;Não Respondeu;RN;491.9;539.5;527.8;395.0;220.0;B;A;A;Sim, uma;Sim, uma;Sim
251;210060538057;2023;3;F;Branca;Não Respondeu;SP;694.4;656.4;639.5;818.5;960.0;F;F;G;Sim, uma;Sim, três;Sim
252;210059448396;2023;12;M;Parda;Não Respondeu;PB;;;;;;C;E;D;Sim, uma;Sim, uma;Sim
253;210061858112;2023;2;F;Parda;Privada;SP;573.6;540.5;538.0;549.9;680.0;E;G;N;Sim, uma;Sim, duas;Sim
254;210058699397;2023;11;F;Preta;Não Respondeu;RJ;;;;;;E;B;B;Sim, uma;Sim, uma;Sim
255;210059257496;2023;4;M;Parda;Pública;BA;443.0;497.5;500.6;411.6;720.0;B;E;B;Sim, uma;Sim, uma;Sim
256;210058855860;2023;1;F;Parda;Não Respondeu;BA;523.5;610.8;606.3;563.7;500.0;F;F;D;Sim, uma;Sim, uma;Sim
257;210061858097;2023;2;M;Branca;Privada;PR;634.5;586.9;618.9;795.7;800.0;F;G;L;Sim, uma;Sim, quatro ou mais;Sim
258;210061315077;2023;8;F;Parda;Não Respondeu;BA;;;;;;H;E;B;Sim, uma;Sim, uma;Sim
259;210059534169;2023;2;M;Preta;Não Respondeu;BA;;564.0;623.9;;400.0;E;E;D;Sim, uma;Sim, uma;Sim
260;210060110100;2023;6;M;Branca;Não Respondeu;AC;535.8;560.6;504.7;467.8;480.0;D;E;A;Sim, uma;Sim, uma;Sim
261;210059204531;2023;5;M;Preta;Não Respondeu;BA;538.3;567.8;541.9;616.4;800.0;E;D;C;Sim, uma;Sim, uma;Sim
262;210059820288;2023;7;F;Branca;Não Respondeu;SP;524.2;511.9;538.2;552.5;660.0;D;C;E;Sim, uma;Sim, uma;Sim
263;210060197017;2023;4;M;Parda;Não Respondeu;RJ;582.9;546.4;549.8;600.1;900.0;H;H;D;Sim, uma;Sim, duas;Sim
264;210058546421;2023;2;F;Branca;Privada;RJ;526.1;532.2;538.4;717.6;860.0;E;G;N;Sim, uma;Sim, uma;Sim
265;210058174718;2023;2;M;Branca;Pública;SP;;;;;;E;H;B;Sim, uma;Sim, duas;Sim
266;210059275229;2023;4;F;Branca;Não Respondeu;PI;560.6;551.6;390.2;594.2;920.0;D;E;B;Sim, uma;Sim, duas;Sim
267;210058043482;2023;9;F;Parda;Não Respondeu;RO;;;;;;C;D;A;Sim, uma;Não;Sim
268;210058993979;2023;12;M;Parda;Não Respondeu;ES;;;;;;F;F;B;Sim, uma;Não;Não
269;210061099794;2023;3;F;Branca;Pública;GO;418.1;405.9;487.5;348.0;340.0;E;D;F;Sim, uma;Sim, uma;Sim
270;210058767183;2023;1;M;Branca;Não Respondeu;SP;585.3;576.2;544.7;634.0;600.0;E;E;G;Sim, uma;Sim, duas;Sim
271;210058990155;2023;5;F;Preta;Não Respondeu;BA;485.7;418.2;525.1;392.6;600.0;D;G;B;Sim, uma;Sim, uma;Sim
272;210060270578;2023;2;M;Branca;Pública;MG;535.2;610.4;551.7;726.7;820.0;F;F;H;Sim, uma;Sim, três;Sim
273;210061532976;2023;2;F;Branca;Não Respondeu;SP;497.1;488.7;548.4;495.0;540.0;F;F;H;Sim, uma;Sim, duas;Sim
274;210061720615;2023;3;F;Branca;Não Respondeu;ES;581.2;445.3;552.5;461.8;640.0;H;D;B;Sim, uma;Sim, uma;Sim
275;210058547655;2023;11;F;Parda;Não Respondeu;MT;;;;;;C;C;A;Sim, uma;Sim, uma;Sim
276;210059933813;2023;4;F;Parda;Não Respondeu;BA;545.4;637.9;645.0;653.1;920.0;F;E;B;Sim, uma;Sim, uma;Sim
277;210060818191;2023;5;M;Branca;Não Respondeu;GO;;;;;;D;F;B;Sim, uma;Sim, uma;Sim
278;210062003930;2023;2;F;Preta;Pública;SP;;;;;;H;E;C;Sim, uma;Sim, uma;Não
279;210061687281;2023;7;F;Parda;Não Respondeu;SP;;;;;;C;D;D;Sim, uma;Sim, uma;Sim
280;210058908627;2023;7;F;Branca;Não Respondeu;RJ;713.0;749.1;650.3;791.0;960.0;F;F;P;Sim, uma;Sim, quatro ou mais;Sim
281;210061263772;2023;2;M;Parda;Pública;TO;;;;;;H;C;B;Sim, uma;Sim, uma;Sim
282;210059174274;2023;2;M;Branca;Não Respondeu;MG;590.1;581.3;564.5;569.0;820.0;F;F;P;Sim, uma;Sim, quatro ou mais;Sim
283;210060638881;2023;7;M;Preta;Não Respondeu;MG;398.4;511.7;554.1;543.8;560.0;H;E;E;Sim, uma;Sim, uma;Sim
284;210060189143;2023;2;F;Parda;Não Respondeu;SP;486.9;548.1;525.5;469.0;940.0;E;E;G;Sim, uma;Sim, uma;Sim
285;210059317735;2023;5;M;Parda;Não Respondeu;SP;428.7;407.9;447.3;346.7;540.0;B;E;B;Sim, uma;Sim, uma;Sim
286;210058337458;2023;3;F;Branca;Pública;GO;;304.6;539.9;;0.0;D;D;B;Sim, uma;Sim, uma;Sim
287;210061580177;2023;6;M;Parda;Pública;PI;553.6;498.2;438.8;490.5;380.0;H;H;D;Sim, uma;Sim, uma;Sim
288;210059722606;2023;2;F;Preta;Não Respondeu;CE;364.7;531.4;484.3;501.4;840.0;E;F;E;Sim, uma;Sim, duas;Sim
289;210059949459;2023;6;M;Branca;Não Respondeu;PA;422.0;395.2;559.0;650.7;840.0;B;B;C;Sim, uma;Sim, uma;Sim
290;210058224705;2023;4;F;Parda;Pública;PE;;644.8;629.6;;940.0;C;E;B;Sim, uma;Sim, uma;Sim
291;210060346272;2023;1;F;Branca;Não Respondeu;PA;;;;;;B;D;B;Sim, uma;Sim, uma;Não
292;210061238905;2023;3;M;Branca;Pública;MS;;;;;;D;A;A;Sim, uma;Sim, uma;Sim
293;210060860149;2023;4;F;Branca;Não Respondeu;SP;427.1;483.0;464.1;424.1;620.0;D;F;H;Sim, uma;Sim, uma;Sim
294;210059996469;2023;2;F;Branca;Pública;RS;450.9;443.0;487.0;448.1;460.0;F;E;D;Sim, uma;Sim, duas;Sim
295;210060015733;2023;3;F;Branca;Não Respondeu;RJ;535.3;591.3;568.3;693.2;920.0;D;E;C;Sim, uma;Não;Não
296;210062019951;2023;1;M;Parda;Não Respondeu;TO;538.2;637.3;622.3;661.4;840.0;F;F;E;Sim, uma;Sim, duas;Sim
297;210058465685;2023;1;F;Branca;Não Respondeu;AL;493.0;577.0;583.1;682.7;900.0;E;G;G;Sim, uma;Sim, uma;Sim
298;210059398826;2023;5;M;Parda;Não Respondeu;MA;565.3;483.4;506.9;527.0;620.0;E;E;C;Sim, uma;Sim, uma;Sim
299;210061073580;2023;3;F;Parda;Não Respondeu;MG;;;;;;F;G;J;Sim, uma;Sim, duas;Sim
300;210061354658;2023;15;F;Parda;Não Respondeu;SP;528.4;360.8;341.0;338.2;480.0;B;B;B;Sim, uma;Sim, uma;Sim
301;210060102795;2023;11;M;Parda;Não Respondeu;SP;538.6;601.2;526.3;476.0;580.0;D;E;B;Sim, uma;Sim, uma;Sim
302;210060489407;2023;3;M;Parda;Pública;TO;429.3;506.2;405.2;394.6;480.0;F;E;D;Sim, uma;Sim, uma;Sim
303;210059161359;2023;10;M;Parda;Não Respondeu;MA;;;;;;G;G;E;Sim, uma;Sim, uma;Sim
304;210058708651;2023;11;F;Branca;Não Respondeu;MG;665.7;650.9;563.4;742.3;920.0;F;E;D;Sim, uma;Sim, uma;Sim
305;210058593149;2023;6;F;Branca;Não Respondeu;CE;700.1;681.1;658.4;776.4;840.0;E;G;K;Sim, uma;Sim, duas;Sim
306;210060228930;2023;5;F;Não declarado;Não Respondeu;RJ;;;;;;G;E;O;Sim, uma;Sim, duas;Sim
307;210058669991;2023;5;M;Parda;Pública;PA;;;;;;C;E;B;Sim, uma;Sim, uma;Sim
308;210058062150;2023;5;F;Parda;Não Respondeu;PA;551.0;536.8;584.9;633.4;520.0;E;E;B;Sim, uma;Sim, uma;Sim
309;210061771166;2023;4;M;Branca;Não Respondeu;RJ;;;;;;D;G;N;Sim, uma;Sim, duas;Sim
310;210060463364;2023;1;F;Parda;Não Respondeu;GO;547.4;544.8;536.4;721.5;960.0;D;E;K;Sim, uma;Sim, uma;Sim
311;210062000796;2023;2;F;Branca;Pública;PR;;;;;;C;C;E;Sim, uma;Sim, uma;Sim
312;210058215722;2023;3;F;Branca;Privada;SP;599.1;645.4;628.7;774.4;860.0;E;F;J;Sim, uma;Sim, três;Sim
313;210060831525;2023;10;M;Branca;Não Respondeu;SP;;;;;;H;E;D;Sim, uma;Sim, uma;Sim
314;210059805402;2023;3;M;Preta;Privada;MG;577.6;628.1;641.3;696.2;760.0;H;H;P;Sim, uma;Sim, duas;Sim
315;210060952730;2023;3;F;Parda;Pública;TO;432.7;422.4;437.2;374.6;0.0;E;D;B;Sim, uma;Sim, uma;Não
316;210060338416;2023;2;F;Branca;Pública;RJ;626.7;623.5;652.9;650.0;900.0;E;E;C;Sim, uma;Sim, uma;Sim
317;210061608537;2023;3;M;Branca;Privada;PE;369.1;390.1;350.1;494.5;0.0;E;F;B;Sim, uma;Sim, uma;Sim
318;210060741857;2023;2;F;Branca;Privada;SP;492.5;613.5;564.4;609.1;860.0;G;F;O;Sim, uma;Sim, duas;Sim
319;210061285906;2023;2;F;Parda;Não Respondeu;DF;;;;;;D;D;B;Sim, uma;Sim, uma;Sim
320;210060983927;2023;5;M;Branca;Não Respondeu;RJ;;;;;;E;E;G;Sim, uma;Sim, uma;Sim
321;210059114321;2023;5;F;Parda;Não Respondeu;MG;540.1;564.2;569.5;633.4;780.0;E;G;F;Sim, uma;Não;Não
322;210060313788;2023;2;M;Parda;Privada;PR;551.7;613.6;603.0;644.2;800.0;E;D;H;Sim, uma;Sim, uma;Sim
323;210061867815;2023;2;M;Branca;Pública;AM;;;;;;F;D;B;Sim, uma;Sim, uma;Sim
324;210059855737;2023;13;F;Parda;Não Respondeu;BA;;581.9;551.7;;440.0;B;E;F;Sim, uma;Sim, uma;Sim
325;210058802568;2023;1;F;Branca;Não Respondeu;ES;521.5;610.3;568.7;578.6;680.0;E;G;G;Sim, uma;Sim, uma;Sim
326;210060262347;2023;3;F;Parda;Não Respondeu;RJ;455.1;471.6;515.0;510.5;560.0;E;E;B;Sim, uma;Sim, uma;Não
327;210060724480;2023;7;F;Parda;Não Respondeu;PA;412.5;543.9;479.6;393.3;420.0;D;D;B;Sim, uma;Sim, uma;Sim
328;210058285388;2023;1;F;Não declarado;Não Respondeu;SE;467.2;434.2;417.6;457.0;620.0;E;E;H;Sim, uma;Sim, uma;Sim
329;210059039545;2023;2;F;Parda;Não Respondeu;PI;442.4;552.2;506.5;727.9;620.0;G;E;G;Sim, uma;Sim, uma;Sim
330;210059968230;2023;2;F;Branca;Pública;SP;556.1;590.8;601.8;573.5;660.0;D;F;D;Sim, uma;Sim, duas;Sim
331;210059187451;2023;8;F;Parda;Não Respondeu;PI;324.1;445.1;360.6;362.2;320.0;B;B;A;Sim, uma;Sim, uma;Sim
332;210059744419;2023;8;F;Parda;Não Respondeu;PA;;;;;;H;E;B;Sim, uma;Sim, uma;Sim
333;210059041375;2023;3;M;Branca;Pública;MG;;531.5;458.3;;540.0;B;B;B;Sim, uma;Sim, uma;Não
334;210060414540;2023;2;F;Branca;Privada;SP;438.2;536.8;532.7;578.3;780.0;E;F;D;Sim, uma;Sim, uma;Sim
335;210059849298;2023;3;F;Parda;Pública;MG;397.2;439.5;423.2;420.8;320.0;H;C;D;Sim, uma;Sim, uma;Sim
336;210058312193;2023;2;F;Branca;Privada;PB;602.8;642.2;621.5;718.3;940.0;H;G;F;Sim, uma;Sim, uma;Sim
337;210060248486;2023;3;F;Parda;Privada;MT;561.1;657.0;589.0;615.0;980.0;F;G;E;Sim, uma;Sim, duas;Sim
338;210060314439;2023;2;F;Preta;Não Respondeu;SP;423.0;502.2;478.5;379.9;500.0;C;C;B;Sim, uma;Sim, uma;Sim
339;210059790814;2023;3;F;Parda;Pública;BA;399.2;558.2;572.4;596.2;800.0;B;D;B;Sim, uma;Sim, uma;Sim
340;210059636585;2023;5;M;Parda;Não Respondeu;RJ;615.5;611.9;594.7;765.8;680.0;H;E;B;Sim, uma;Sim, uma;Sim
341;210061529494;2023;2;M;Branca;Privada;SC;625.0;787.8;625.1;664.5;680.0;F;F;G;Sim, uma;Sim, duas;Sim
342;210059348448;2023;5;M;Parda;Não Respondeu;ES;576.5;519.6;436.8;608.9;620.0;D;D;C;Sim, uma;Sim, uma;Sim
343;210058787408;2023;6;M;Parda;Pública;CE;437.9;453.0;351.8;468.7;480.0;D;E;B;Sim, uma;Sim, uma;Não
344;210060133460;2023;3;F;Branca;Privada;RS;495.1;495.8;493.6;572.0;860.0;F;E;G;Sim, uma;Sim, duas;Sim
345;210059687544;2023;5;F;Parda;Não Respondeu;PE;513.6;478.7;493.5;711.4;680.0;E;E;B;Sim, uma;Sim, uma;Sim
346;210061763762;2023;4;M;Preta;Não Respondeu;PE;467.5;559.5;549.9;391.8;620.0;D;H;B;Sim, uma;Sim, uma;Sim
347;210058508848;2023;4;F;Parda;Pública;MG;384.1;471.0;460.4;368.9;360.0;C;D;A;Sim, uma;Sim, uma;Sim
348;210060778048;2023;6;M;Parda;Não Respondeu;SP;;;;;;C;D;D;Sim, uma;Sim, duas;Sim
349;210058394446;2023;11;F;Branca;Não Respondeu;SP;;;;;;F;G;M;Sim, uma;Sim, duas;Sim
350;210059757288;2023;17;F;Parda;Não Respondeu;RJ;474.3;458.1;416.3;350.6;320.0;D;B;B;Sim, uma;Sim, uma;Sim
351;210058408002;2023;3;M;Preta;Não Respondeu;DF;;;;;;E;E;B;Sim, uma;Sim, uma;Sim
352;210060555751;2023;6;F;Parda;Não Respondeu;PE;;;;;;B;B;A;Sim, uma;Sim, uma;Sim
353;210059084749;2023;7;M;Parda;Não Respondeu;PB;494.1;585.0;540.4;581.2;500.0;C;E;C;Sim, uma;Sim, uma;Sim
354;210061051708;2023;11;M;Parda;Não Respondeu;CE;500.8;608.4;476.1;659.4;780.0;D;G;H;Sim, uma;Sim, uma;Sim
355;210059903248;2023;3;M;Preta;Pública;PR;671.8;648.1;653.5;722.0;700.0;G;G;H;Sim, uma;Sim, duas;Sim
356;210058494554;2023;4;F;Branca;Pública;SP;393.9;396.6;353.5;367.3;0.0;E;E;B;Sim, uma;Sim, uma;Sim
357;210058777461;2023;4;M;Branca;Não Respondeu;PB;431.3;480.7;451.7;586.0;620.0;B;E;B;Sim, uma;Sim, uma;Sim
358;210059281483;2023;2;M;Parda;Pública;ES;437.1;460.3;487.7;597.2;460.0;E;D;A;Sim, uma;Sim, uma;Sim
359;210060799968;2023;5;F;Branca;Não Respondeu;CE;731.1;699.5;635.1;860.8;940.0;F;F;M;Sim, uma;Sim, uma;Sim
360;210060639266;2023;11;M;Preta;Não Respondeu;PE;;;;;;D;B;A;Sim, uma;Sim, uma;Sim
361;210059118876;2023;11;F;Parda;Não Respondeu;BA;;;;;;E;E;A;Sim, uma;Sim, uma;Sim
362;210061697535;2023;1;F;Branca;Não Respondeu;PA;476.0;501.1;486.4;481.2;920.0;H;E;C;Sim, duas;Sim, três;Sim
363;210060172847;2023;6;M;Parda;Não Respondeu;MG;571.4;625.5;610.5;717.8;380.0;B;E;D;Sim, uma;Não;Sim
364;210060499122;2023;13;M;Parda;Não Respondeu;BA;525.8;511.1;463.4;572.1;440.0;H;E;A;Sim, uma;Sim, uma;Sim
365;210059835633;2023;14;F;Preta;Não Respondeu;SP;0.0;532.7;513.2;0.0;580.0;E;C;E;Sim, uma;Sim, duas;Sim
366;210058311242;2023;3;M;Branca;Pública;ES;536.8;507.7;476.6;560.5;500.0;E;E;G;Sim, uma;Sim, duas;Sim
367;210060206563;2023;2;F;Branca;Pública;AC;425.1;479.1;519.1;487.5;700.0;C;G;G;Sim, uma;Sim, duas;Sim
368;210059868269;2023;12;M;Parda;Não Respondeu;PB;497.5;551.4;550.6;559.7;600.0;E;C;D;Sim, uma;Sim, duas;Sim
369;210058790353;2023;5;M;Branca;Não Respondeu;MT;;;;;;H;B;I;Sim, uma;Sim, duas;Sim
370;210061255393;2023;1;F;Branca;Não Respondeu;MG;386.5;596.5;619.4;488.8;840.0;E;E;G;Sim, duas;Sim, três;Sim
371;210058862725;2023;12;F;Preta;Não Respondeu;PI;;;;;;B;B;B;Sim, uma;Sim, uma;Sim
372;210059801968;2023;12;F;Preta;Não Respondeu;PI;453.0;533.8;480.2;350.2;580.0;A;A;D;Sim, uma;Sim, uma;Sim
373;210058847509;2023;2;M;Branca;Pública;SC;561.2;587.4;545.4;739.3;640.0;D;F;F;Sim, uma;Sim, duas;Sim
374;210061985181;2023;16;M;Parda;Não Respondeu;RJ;;;;;;B;B;B;Sim, uma;Sim, uma;Sim
375;210061129651;2023;1;F;Branca;Não Respondeu;SP;561.5;646.5;602.4;686.4;800.0;G;G;Q;Sim, duas;Sim, quatro ou mais;Sim
376;210058511430;2023;11;F;Branca;Não Respondeu;RS;432.8;439.9;429.7;394.3;440.0;B;B;B;Sim, uma;Sim, uma;Não
377;210060022418;2023;14;M;Parda;Não Respondeu;AM;429.9;540.9;550.8;475.1;740.0;A;A;C;Sim, uma;Sim, uma;Não
378;210060627801;2023;4;M;Branca;Pública;AM;425.2;517.3;570.4;499.5;620.0;F;F;E;Sim, uma;Sim, duas;Sim
379;210060767550;2023;2;F;Branca;Pública;BA;431.7;535.3;378.4;373.6;840.0;B;B;A;Não;Não;Não
380;210061547122;2023;1;M;Parda;Não Respondeu;RN;512.9;452.3;421.0;336.1;520.0;C;E;B;Sim, uma;Não;Não
381;210058101890;2023;2;M;Parda;Pública;PE;488.0;492.3;409.0;565.4;440.0;E;E;B;Sim, uma;Sim, uma;Sim
382;210061875504;2023;1;M;Parda;Não Respondeu;PA;531.8;408.3;471.4;486.9;340.0;H;E;E;Sim, uma;Sim, uma;Sim
383;210061564588;2023;3;M;Branca;Não Respondeu;RS;520.2;544.1;556.9;724.0;620.0;D;E;C;Sim, uma;Sim, duas;Sim
384;210060654877;2023;4;M;Parda;Não Respondeu;SP;;;;;;B;D;A;Sim, uma;Não;Não
385;210060060410;2023;14;F;Parda;Não Respondeu;RS;;;;;;B;C;B;Sim, uma;Sim, uma;Sim
386;210061584812;2023;5;M;Parda;Não Respondeu;SP;542.6;506.4;539.4;596.2;480.0;H;E;D;Sim, uma;Sim, uma;Sim
387;210059303984;2023;6;F;Não declarado;Não Respondeu;RJ;447.2;603.2;439.5;543.4;660.0;C;F;C;Sim, uma;Sim, uma;Sim
388;210058162060;2023;3;F;Branca;Privada;DF;700.6;657.8;626.2;871.5;900.0;G;G;P;Sim, uma;Sim, três;Sim
389;210060664048;2023;12;F;Parda;Não Respondeu;PE;433.5;474.4;495.7;407.7;360.0;B;B;B;Sim, uma;Sim, uma;Sim
390;210059683667;2023;3;M;Preta;Pública;MT;;;;;;D;E;B;Sim, uma;Não;Sim
391;210059705943;2023;2;F;Preta;Não Respondeu;BA;524.2;584.7;624.3;677.8;760.0;B;E;D;Sim, uma;Sim, uma;Sim
392;210060303039;2023;4;F;Parda;Não Respondeu;SE;377.6;401.3;432.1;473.8;480.0;H;H;B;Sim, uma;Sim, uma;Não
393;210058938000;2023;11;M;Preta;Não Respondeu;PA;;;;;;E;G;G;Sim, uma;Sim, uma;Sim
394;210059533487;2023;4;F;Não declarado;Não Respondeu;MG;;;;;;E;E;M;Sim, uma;Sim, duas;Sim
395;210059452934;2023;2;F;Parda;Pública;PR;511.5;572.6;565.7;548.8;560.0;H;H;D;Sim, uma;Sim, uma;Sim
396;210058700955;2023;11;F;Indígena;Não Respondeu;RR;;;;;;D;E;B;Sim, uma;Sim, uma;Sim
