;NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_COR_RACA;TP_ESCOLA;SG_UF_PROVA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;Q001;Q002;Q006;Q012;Q019;Q025
13606;210059796893;2023;4;F;Parda;Não Respondeu;MS;;;;;;E;C;F;Sim, uma;Sim, uma;Sim
13607;210059157294;2023;4;F;Branca;Não Respondeu;DF;;0.0;0.0;;0.0;E;E;Q;Sim, uma;Sim, três;Sim
13608;210061976971;2023;4;F;Parda;Pública;SE;;;;;;A;A;B;Sim, uma;Sim, uma;Sim
13609;210061704098;2023;3;M;Parda;Pública;MA;401.2;456.9;453.2;488.1;540.0;C;B;C;Sim, uma;Sim, duas;Sim
13610;210060219164;2023;3;F;Parda;Pública;CE;431.0;407.5;379.6;358.9;480.0;B;B;A;Sim, uma;Sim, uma;Sim
13611;210059876568;2023;2;M;Parda;Pública;AL;;;;;;C;D;B;Sim, uma;Sim, uma;Sim
13612;210060907064;2023;12;M;Parda;Não Respondeu;DF;;;;;;G;E;O;Sim, uma;Sim, uma;Sim
13613;210060088601;2023;14;F;Parda;Não Respondeu;RJ;486.4;388.3;314.8;454.3;580.0;C;G;B;Sim, uma;Sim, uma;Sim
13614;210060600536;2023;9;M;Parda;Não Respondeu;PA;;;;;;C;E;C;Sim, uma;Sim, uma;Sim
13615;210058337733;2023;7;F;Preta;Não Respondeu;BA;552.6;605.7;541.6;407.1;900.0;C;E;B;Sim, uma;Não;Sim
13616;210061465895;2023;5;F;Branca;Não Respondeu;RN;689.4;635.0;591.9;753.8;920.0;F;G;N;Sim, uma;Sim, três;Sim
13617;210059235772;2023;2;F;Branca;Não Respondeu;RJ;;;;;;F;F;N;Sim, uma;Sim, quatro ou mais;Sim
13618;210058942347;2023;11;F;Parda;Não Respondeu;PI;;;;;;B;E;B;Sim, uma;Não;Sim
13619;210059100053;2023;3;F;Branca;Não Respondeu;SP;543.6;561.2;568.8;627.3;800.0;G;F;G;Sim, duas;Sim, duas;Sim
13620;210062011318;2023;3;F;Branca;Privada;MS;;605.4;523.5;;740.0;E;F;Q;Sim, uma;Sim, duas;Sim
13621;210059824470;2023;11;M;Parda;Não Respondeu;AM;;;;;;H;H;C;Sim, uma;Sim, uma;Sim
13622;210059701771;2023;8;F;Não declarado;Não Respondeu;MG;482.5;566.0;570.1;469.8;600.0;B;D;E;Sim, uma;Sim, uma;Sim
13623;210060516201;2023;3;M;Parda;Não Respondeu;SP;380.5;433.1;313.3;408.0;520.0;E;E;C;Sim, uma;Sim, duas;Sim
13624;210060173126;2023;2;M;Preta;Não Respondeu;BA;;;;;;C;C;A;Sim, uma;Sim, uma;Sim
13625;210058087175;2023;2;M;Branca;Pública;RN;482.8;510.4;506.5;498.6;700.0;D;C;C;Sim, uma;Sim, uma;Sim
13626;210059976613;2023;4;M;Branca;Não Respondeu;RS;372.8;528.2;453.3;469.3;640.0;D;D;D;Sim, uma;Sim, duas;Sim
13627;210059311040;2023;5;F;Parda;Não Respondeu;MG;511.3;582.1;552.2;448.9;660.0;H;E;A;Sim, uma;Sim, uma;Não
13628;210061642119;2023;9;M;Parda;Não Respondeu;PR;512.7;583.7;583.8;617.7;620.0;E;E;C;Sim, uma;Sim, uma;Sim
13629;210058752706;2023;3;F;Parda;Pública;SP;;;;;;H;E;C;Sim, uma;Sim, três;Sim
13630;210058705559;2023;5;F;Branca;Não Respondeu;SP;;;;;;E;E;C;Sim, uma;Sim, duas;Sim
13631;210060094829;2023;11;F;Amarela;Não Respondeu;CE;;;;;;D;C;D;Sim, uma;Sim, duas;Sim
13632;210060951297;2023;3;F;Branca;Pública;ES;559.1;464.9;531.8;453.7;740.0;B;E;G;Sim, uma;Sim, uma;Sim
13633;210058607411;2023;3;M;Parda;Pública;DF;415.6;572.9;559.1;547.9;620.0;E;E;E;Sim, uma;Não;Sim
13634;210059570213;2023;11;F;Parda;Não Respondeu;PA;;;;;;H;B;A;Sim, uma;Sim, uma;Sim
13635;210060557186;2023;3;F;Parda;Não Respondeu;MA;;439.9;558.6;;760.0;C;E;B;Sim, uma;Sim, uma;Sim
13636;210060540676;2023;1;F;Parda;Não Respondeu;ES;556.0;573.3;512.5;523.1;700.0;E;F;G;Sim, uma;Não;Sim
13637;210060688381;2023;12;F;Parda;Não Respondeu;BA;512.0;562.9;519.9;527.4;500.0;C;E;B;Sim, uma;Não;Não
13638;210058863109;2023;2;M;Parda;Pública;AC;;;;;;B;D;B;Sim, uma;Sim, uma;Sim
13639;210060148654;2023;2;M;Parda;Pública;PE;561.2;589.8;584.8;646.0;800.0;E;E;E;Sim, uma;Sim, uma;Sim
13640;210059484432;2023;14;M;Preta;Não Respondeu;SP;;;;;;E;B;B;Sim, uma;Sim, uma;Sim
13641;210058480074;2023;5;F;Preta;Não Respondeu;BA;483.8;543.3;520.0;388.9;680.0;C;E;E;Sim, uma;Sim, uma;Sim
13642;210059458481;2023;3;F;Parda;Pública;PI;549.1;613.0;626.4;434.8;680.0;E;G;B;Sim, uma;Sim, uma;Sim
13643;210061926213;2023;2;M;Branca;Pública;RN;;;;;;B;D;B;Sim, uma;Sim, uma;Sim
13644;210059609794;2023;1;F;Branca;Não Respondeu;SP;440.1;591.3;578.0;525.4;700.0;G;G;H;Sim, uma;Sim, uma;Sim
13645;210059761695;2023;3;F;Branca;Privada;SP;499.2;554.0;502.7;574.3;640.0;E;E;M;Sim, uma;Sim, quatro ou mais;Sim
13646;210058569807;2023;4;M;Preta;Não Respondeu;GO;;;;;;C;C;E;Sim, uma;Sim, uma;Sim
13647;210061452867;2023;2;F;Parda;Pública;PA;567.1;478.5;477.7;600.7;440.0;D;E;B;Sim, uma;Sim, uma;Sim
13648;210060595637;2023;7;F;Parda;Não Respondeu;GO;;;;;;C;D;D;Sim, uma;Sim, uma;Sim
13649;210059695841;2023;11;F;Parda;Não Respondeu;AP;455.1;546.9;537.8;396.3;920.0;D;E;B;Sim, uma;Sim, uma;Sim
13650;210061071741;2023;6;F;Parda;Não Respondeu;SP;532.1;525.7;493.4;465.2;720.0;E;E;E;Sim, uma;Sim, uma;Sim
13651;210060285053;2023;3;M;Parda;Pública;DF;440.0;537.4;517.0;579.0;560.0;E;E;C;Sim, uma;Sim, uma;Sim
13652;210058870937;2023;1;F;Parda;Não Respondeu;PE;359.4;480.6;519.0;396.5;640.0;E;E;B;Sim, uma;Sim, uma;Sim
13653;210062015815;2023;2;M;Parda;Pública;PR;525.2;451.7;485.9;541.6;540.0;E;E;G;Sim, uma;Sim, uma;Sim
13654;210060287539;2023;6;M;Branca;Não Respondeu;SP;;;;;;E;E;K;Sim, uma;Sim, uma;Sim
13655;210061347653;2023;6;F;Parda;Não Respondeu;PA;;;;;;B;B;B;Sim, uma;Sim, uma;Sim
13656;210059665466;2023;9;F;Parda;Não Respondeu;MA;508.3;569.9;538.6;643.0;500.0;E;E;B;Sim, uma;Sim, uma;Sim
13657;210059599878;2023;7;F;Parda;Não Respondeu;MG;510.3;566.2;486.3;584.1;520.0;H;E;C;Sim, uma;Sim, uma;Sim
13658;210059596608;2023;12;M;Parda;Pública;MS;;;;;;A;C;D;Sim, uma;Sim, uma;Sim
13659;210059198430;2023;11;F;Não declarado;Não Respondeu;SP;;;;;;D;E;E;Sim, uma;Sim, uma;Sim
13660;210058891488;2023;9;M;Preta;Não Respondeu;MG;;;;;;H;E;C;Sim, uma;Sim, uma;Sim
13661;210060786827;2023;2;F;Branca;Pública;RO;645.4;641.1;667.3;703.6;960.0;C;G;G;Sim, uma;Sim, uma;Sim
13662;210058138753;2023;3;M;Preta;Pública;PB;547.0;556.2;540.9;533.4;640.0;B;B;B;Sim, uma;Não;Não
13663;210061542825;2023;2;F;Branca;Não Respondeu;MA;485.5;489.2;546.6;391.1;560.0;E;E;L;Sim, duas;Sim, três;Sim
13664;210060008558;2023;2;M;Branca;Pública;PR;448.8;487.3;461.6;520.0;540.0;B;E;D;Sim, uma;Sim, uma;Sim
13665;210058551736;2023;1;M;Parda;Não Respondeu;CE;501.1;596.1;601.6;560.8;800.0;E;D;C;Sim, uma;Sim, uma;Sim
13666;210059332365;2023;3;M;Parda;Pública;PE;469.8;501.5;560.4;360.9;620.0;B;B;A;Sim, uma;Sim, uma;Não
13667;210060308683;2023;4;M;Branca;Não Respondeu;PA;529.4;568.2;596.6;559.0;640.0;D;E;D;Sim, uma;Sim, uma;Sim
13668;210059208479;2023;8;F;Parda;Não Respondeu;CE;432.4;556.0;426.7;387.6;500.0;D;E;B;Sim, uma;Sim, uma;Sim
13669;210058097627;2023;1;F;Preta;Não Respondeu;GO;;;;;;A;A;B;Sim, uma;Não;Não
13670;210058422184;2023;5;M;Preta;Não Respondeu;AP;523.1;538.0;493.2;403.5;520.0;H;G;G;Sim, uma;Sim, uma;Sim
13671;210061175596;2023;11;M;Preta;Não Respondeu;ES;;647.2;621.1;;580.0;F;F;D;Sim, uma;Sim, uma;Sim
13672;210058612862;2023;3;F;Preta;Não Respondeu;MG;405.6;501.7;516.6;463.9;760.0;H;C;C;Sim, uma;Sim, uma;Sim
13673;210058300284;2023;6;M;Parda;Não Respondeu;PE;671.6;688.6;604.2;725.7;920.0;D;E;C;Sim, uma;Sim, uma;Sim
13674;210060371629;2023;4;M;Branca;Não Respondeu;SP;684.5;453.4;395.9;763.8;600.0;G;F;M;Sim, uma;Sim, duas;Sim
13675;210058951118;2023;17;F;Branca;Não Respondeu;RJ;468.0;580.4;553.4;352.2;580.0;G;F;C;Sim, uma;Não;Não
13676;210061645670;2023;2;M;Parda;Pública;CE;426.7;606.8;367.3;478.0;300.0;H;D;C;Sim, duas;Sim, uma;Sim
13677;210059419184;2023;2;F;Branca;Não Respondeu;RS;525.6;632.5;582.4;719.8;860.0;E;E;E;Sim, uma;Sim, duas;Sim
13678;210060772077;2023;11;M;Parda;Não Respondeu;MG;;;;;;D;E;C;Sim, uma;Não;Sim
13679;210059136763;2023;17;F;Branca;Não Respondeu;RJ;493.6;478.5;464.6;371.0;320.0;D;B;D;Sim, uma;Sim, uma;Sim
13680;210060693156;2023;2;M;Parda;Privada;SE;701.1;646.3;631.1;746.5;940.0;F;H;L;Sim, uma;Sim, duas;Sim
13681;210061440032;2023;3;F;Branca;Pública;RS;401.4;519.5;501.4;485.7;640.0;C;B;B;Sim, uma;Sim, uma;Sim
13682;210058509604;2023;3;F;Parda;Não Respondeu;PB;473.8;545.4;521.4;526.4;940.0;E;B;B;Sim, uma;Sim, uma;Sim
13683;210058724703;2023;2;F;Branca;Não Respondeu;SP;561.0;647.0;606.4;739.3;720.0;F;G;N;Sim, uma;Sim, três;Sim
13684;210060755868;2023;4;F;Parda;Não Respondeu;PE;;;;;;B;B;B;Sim, uma;Sim, uma;Sim
13685;210059766686;2023;2;F;Branca;Privada;PR;479.8;562.5;539.8;592.4;800.0;E;E;H;Sim, duas;Sim, quatro ou mais;Sim
13686;210060235675;2023;4;M;Branca;Não Respondeu;SC;583.2;436.3;409.2;529.3;900.0;C;C;F;Sim, uma;Sim, uma;Sim
13687;210059152241;2023;3;F;Branca;Não Respondeu;RN;425.4;433.4;439.2;346.0;380.0;A;C;B;Sim, uma;Sim, uma;Não
13688;210059500688;2023;12;M;Branca;Não Respondeu;RS;504.7;514.4;453.6;498.0;540.0;D;E;C;Sim, uma;Sim, uma;Sim
13689;210058818463;2023;13;F;Parda;Não Respondeu;PA;450.7;546.0;484.8;479.8;540.0;H;C;C;Sim, uma;Sim, uma;Sim
13690;210059489505;2023;3;M;Branca;Privada;SP;379.0;394.2;456.7;487.9;340.0;G;D;D;Sim, uma;Sim, uma;Sim
13691;210060775770;2023;3;F;Parda;Não Respondeu;TO;;;;;;D;D;C;Sim, uma;Sim, uma;Sim
13692;210059645713;2023;3;M;Preta;Pública;BA;593.8;635.5;563.5;540.5;860.0;E;E;C;Sim, uma;Sim, uma;Sim
13693;210058542394;2023;2;M;Branca;Pública;PB;506.2;536.6;586.5;496.3;620.0;E;F;F;Sim, uma;Sim, uma;Sim
13694;210058791164;2023;5;F;Branca;Pública;PI;;;;;;H;B;A;Sim, uma;Não;Não
13695;210059205837;2023;7;M;Parda;Não Respondeu;PE;;;;;;D;E;B;Sim, uma;Sim, uma;Sim
13696;210059309786;2023;2;F;Branca;Pública;MT;444.7;542.0;552.2;490.3;700.0;B;F;C;Sim, uma;Sim, uma;Sim
13697;210062019880;2023;5;M;Branca;Não Respondeu;AM;;;;;;G;F;P;Sim, uma;Sim, uma;Sim
13698;210058723742;2023;4;F;Parda;Pública;MA;341.3;345.8;316.5;402.2;300.0;B;B;B;Sim, uma;Sim, uma;Sim
13699;210058888406;2023;11;F;Parda;Não Respondeu;ES;;;;;;B;B;A;Sim, uma;Sim, uma;Sim
13700;210060084339;2023;4;M;Branca;Não Respondeu;RJ;;;;;;D;D;B;Sim, uma;Sim, duas;Sim
13701;210059096670;2023;2;F;Parda;Pública;BA;;;;;;D;D;C;Sim, uma;Sim, uma;Sim
13702;210060373796;2023;3;M;Preta;Privada;RJ;;;;;;G;G;Q;Sim, duas;Sim, quatro ou mais;Sim
13703;210060792265;2023;3;F;Preta;Não Respondeu;MG;478.9;548.9;562.1;383.7;800.0;E;E;B;Sim, uma;Sim, uma;Sim
13704;210061885674;2023;1;M;Branca;Não Respondeu;SP;570.2;627.8;616.0;706.2;640.0;G;F;K;Sim, duas;Sim, três;Sim
13705;210059099041;2023;1;M;Branca;Não Respondeu;RN;414.4;411.9;464.7;543.3;500.0;F;G;G;Sim, uma;Sim, uma;Sim
13706;210061752308;2023;2;F;Amarela;Não Respondeu;PA;323.6;333.8;388.1;375.4;0.0;C;E;B;Sim, uma;Sim, uma;Sim
13707;210060828872;2023;2;M;Parda;Não Respondeu;PA;;;;;;D;H;B;Sim, uma;Sim, uma;Sim
13708;210058777268;2023;11;F;Branca;Não Respondeu;PB;434.1;466.3;525.8;463.5;620.0;C;C;B;Sim, uma;Sim, uma;Não
13709;210060504390;2023;13;M;Preta;Não Respondeu;MA;547.0;424.6;431.2;587.4;0.0;B;E;C;Sim, uma;Sim, uma;Sim
13710;210058289541;2023;2;F;Preta;Pública;PI;475.4;563.6;525.8;519.4;860.0;C;D;B;Sim, uma;Sim, uma;Sim
13711;210058327941;2023;11;F;Parda;Não Respondeu;MA;;;;;;H;E;A;Sim, uma;Sim, uma;Sim
13712;210061753599;2023;6;F;Branca;Não Respondeu;SP;;;;;;C;D;E;Sim, uma;Sim, duas;Sim
13713;210059469499;2023;7;F;Preta;Não Respondeu;SP;510.5;571.0;530.9;563.8;540.0;B;E;C;Sim, uma;Sim, uma;Sim
13714;210060052643;2023;9;M;Preta;Não Respondeu;BA;;;;;;C;F;D;Sim, uma;Sim, uma;Sim
13715;210059339066;2023;2;F;Parda;Pública;AL;343.3;395.9;480.6;405.9;480.0;E;D;B;Sim, uma;Sim, uma;Sim
13716;210058368795;2023;2;F;Branca;Não Respondeu;MG;;554.7;527.6;;680.0;H;E;D;Sim, uma;Sim, quatro ou mais;Sim
13717;210058165860;2023;10;F;Parda;Não Respondeu;PE;;570.4;503.1;;540.0;A;B;B;Sim, uma;Não;Sim
13718;210060178540;2023;2;F;Branca;Não Respondeu;MG;526.3;559.3;514.7;607.0;880.0;D;G;D;Sim, duas;Sim, uma;Sim
13719;210058452954;2023;4;M;Parda;Pública;PA;478.3;454.5;438.5;411.9;520.0;E;E;C;Sim, uma;Sim, duas;Sim
13720;210061467928;2023;7;F;Branca;Não Respondeu;SP;;;;;;C;C;E;Sim, uma;Sim, uma;Sim
13721;210058488793;2023;1;F;Branca;Não Respondeu;PR;;676.0;661.7;;880.0;C;E;E;Sim, uma;Sim, uma;Sim
13722;210058828426;2023;2;M;Branca;Pública;PR;548.9;554.5;567.4;445.8;560.0;E;E;J;Sim, uma;Sim, quatro ou mais;Sim
13723;210059887504;2023;3;M;Preta;Pública;CE;403.2;436.3;392.3;349.1;400.0;A;A;B;Sim, uma;Sim, uma;Sim
13724;210060054959;2023;2;F;Branca;Pública;RS;356.3;346.2;426.6;474.6;520.0;G;E;C;Sim, uma;Sim, uma;Sim
13725;210060509130;2023;1;M;Parda;Não Respondeu;BA;468.2;540.9;466.0;537.3;700.0;E;E;D;Sim, uma;Sim, uma;Sim
13726;210059551676;2023;8;F;Parda;Não Respondeu;MG;541.0;620.5;605.8;667.1;720.0;C;C;B;Sim, uma;Sim, uma;Sim
13727;210059465824;2023;5;F;Parda;Não Respondeu;BA;;;;;;H;B;B;Sim, uma;Sim, uma;Sim
13728;210062056833;2023;5;F;Parda;Não Respondeu;RJ;532.0;601.6;566.1;521.1;720.0;D;E;C;Sim, uma;Sim, uma;Sim
13729;210059972722;2023;17;F;Preta;Não Respondeu;BA;;;;;;E;A;B;Sim, uma;Sim, uma;Sim
13730;210059970685;2023;4;F;Branca;Pública;SC;;407.6;351.9;;260.0;B;B;C;Sim, uma;Sim, uma;Sim
13731;210060121039;2023;7;M;Branca;Não Respondeu;SP;;578.1;557.8;;0.0;B;E;G;Sim, uma;Sim, três;Sim
13732;210058582917;2023;6;F;Preta;Não Respondeu;BA;455.2;498.0;501.7;481.8;320.0;B;D;A;Sim, uma;Não;Sim
13733;210059383969;2023;2;F;Branca;Pública;GO;480.3;573.7;570.0;539.8;320.0;B;E;D;Sim, uma;Sim, uma;Sim
13734;210059529173;2023;10;M;Branca;Não Respondeu;MG;;;;;;C;C;B;Sim, uma;Sim, uma;Sim
13735;210061978728;2023;2;F;Branca;Não Respondeu;RJ;;398.9;502.9;;800.0;F;H;P;Sim, uma;Sim, duas;Sim
13736;210059203694;2023;3;M;Parda;Pública;GO;;;;;;E;G;B;Sim, uma;Sim, uma;Sim
13737;210059220937;2023;7;F;Parda;Não Respondeu;MA;515.7;609.6;518.3;433.4;600.0;B;E;C;Sim, uma;Sim, uma;Sim
13738;210060979186;2023;4;M;Parda;Não Respondeu;PE;405.5;469.4;460.8;526.2;480.0;B;B;F;Sim, uma;Sim, duas;Sim
13739;210059086740;2023;2;M;Branca;Pública;DF;547.5;514.1;508.0;634.3;680.0;C;D;B;Sim, uma;Não;Sim
13740;210060739808;2023;12;M;Preta;Não Respondeu;PE;;;;;;H;A;E;Sim, uma;Sim, uma;Sim
13741;210058884223;2023;2;F;Branca;Não Respondeu;PR;480.0;501.2;519.3;488.2;880.0;E;F;G;Sim, uma;Sim, três;Sim
13742;210058443803;2023;2;F;Preta;Pública;RJ;;;;;;E;C;B;Sim, uma;Sim, uma;Sim
13743;210061817762;2023;5;F;Branca;Não Respondeu;AP;;;;;;D;D;B;Sim, uma;Sim, uma;Sim
13744;210060750141;2023;1;F;Branca;Não Respondeu;RJ;561.9;554.3;568.6;670.4;800.0;E;E;M;Sim, duas;Sim, três;Sim
13745;210061983443;2023;5;M;Parda;Pública;AM;374.5;435.7;458.0;347.3;280.0;E;E;C;Sim, uma;Sim, uma;Não
13746;210061879653;2023;1;F;Branca;Não Respondeu;MG;629.4;578.5;561.3;669.7;840.0;F;E;Q;Sim, uma;Sim, uma;Sim
13747;210058866584;2023;2;M;Parda;Pública;MT;432.7;447.9;468.0;386.9;480.0;G;G;B;Sim, uma;Sim, duas;Sim
13748;210061741671;2023;4;F;Preta;Pública;SE;429.6;547.4;514.5;361.1;520.0;H;H;A;Sim, uma;Sim, uma;Sim
13749;210060947199;2023;11;F;Branca;Não Respondeu;MG;557.6;563.0;577.8;624.7;660.0;B;B;B;Sim, uma;Sim, uma;Sim
13750;210060675761;2023;12;F;Preta;Não Respondeu;BA;543.6;585.7;573.6;553.6;480.0;D;D;D;Sim, uma;Sim, uma;Sim
13751;210060669166;2023;3;M;Preta;Pública;PE;482.1;478.7;571.6;692.5;620.0;E;C;C;Sim, duas;Sim, uma;Sim
13752;210058451333;2023;5;M;Parda;Não Respondeu;PA;;;;;;E;E;D;Sim, uma;Não;Sim
13753;210059494695;2023;3;F;Preta;Pública;DF;423.5;389.8;455.9;368.7;580.0;E;E;B;Sim, uma;Sim, uma;Sim
13754;210059212644;2023;11;M;Preta;Não Respondeu;CE;514.7;505.7;496.2;368.7;420.0;E;D;B;Sim, uma;Não;Sim
13755;210061750708;2023;4;F;Branca;Pública;MG;;;;;;C;E;B;Sim, uma;Não;Sim
13756;210059197880;2023;15;F;Parda;Não Respondeu;RJ;392.3;506.2;390.9;401.0;400.0;E;B;D;Sim, uma;Sim, uma;Sim
13757;210062005664;2023;4;F;Parda;Não Respondeu;RN;502.3;617.3;606.6;444.4;880.0;E;G;D;Sim, uma;Sim, uma;Sim
13758;210060505944;2023;3;F;Preta;Pública;MG;437.2;532.1;509.3;471.2;640.0;B;C;B;Sim, uma;Sim, uma;Sim
13759;210059018817;2023;5;M;Parda;Não Respondeu;MG;475.5;518.3;551.0;667.8;660.0;H;H;B;Sim, uma;Sim, uma;Sim
13760;210061305252;2023;5;F;Branca;Não Respondeu;MG;;;;;;E;E;C;Sim, uma;Sim, uma;Sim
13761;210058452215;2023;6;M;Branca;Pública;AC;;504.2;483.6;;360.0;F;E;B;Sim, duas;Sim, duas;Sim
13762;210061721978;2023;2;M;Parda;Pública;MG;561.6;606.7;556.2;636.8;640.0;C;F;C;Sim, uma;Sim, três;Sim
13763;210058190185;2023;2;F;Branca;Privada;SP;547.6;599.0;589.9;578.3;760.0;G;G;J;Sim, duas;Sim, duas;Sim
13764;210059072942;2023;5;F;Parda;Não Respondeu;PI;525.8;655.1;519.5;714.1;940.0;D;G;B;Sim, uma;Sim, uma;Sim
13765;210061811551;2023;1;M;Branca;Não Respondeu;SP;529.0;517.5;571.1;707.6;860.0;F;G;O;Sim, uma;Sim, uma;Sim
13766;210058161860;2023;5;M;Branca;Não Respondeu;SP;628.0;637.2;589.4;641.8;840.0;E;E;H;Sim, duas;Sim, três;Sim
13767;210058532569;2023;12;F;Branca;Não Respondeu;MG;;;;;;E;F;C;Sim, uma;Sim, duas;Sim
13768;210058227981;2023;2;F;Branca;Não Respondeu;SP;471.6;459.5;561.1;519.0;600.0;F;F;G;Sim, uma;Sim, uma;Sim
13769;210059852203;2023;10;M;Preta;Não Respondeu;BA;;;;;;B;C;C;Sim, uma;Não;Sim
13770;210061449561;2023;6;M;Parda;Não Respondeu;RJ;525.0;529.2;516.2;604.3;640.0;D;E;G;Sim, uma;Sim, uma;Sim
13771;210061558740;2023;3;M;Parda;Pública;GO;;361.6;332.2;;520.0;C;F;D;Sim, uma;Sim, uma;Sim
13772;210060762979;2023;2;M;Parda;Pública;BA;473.9;462.6;466.6;530.6;520.0;E;E;B;Sim, uma;Sim, uma;Sim
13773;210061777280;2023;2;F;Parda;Não Respondeu;BA;468.6;559.5;514.3;468.4;660.0;D;E;B;Sim, uma;Sim, uma;Sim
13774;210060332323;2023;2;F;Parda;Pública;MG;;;;;;F;F;L;Sim, uma;Sim, três;Sim
13775;210058315267;2023;1;F;Parda;Não Respondeu;GO;450.4;483.3;542.1;566.5;940.0;C;F;E;Sim, uma;Sim, uma;Sim
13776;210061391822;2023;2;F;Branca;Pública;SP;534.0;553.0;580.8;596.1;860.0;D;E;D;Sim, uma;Sim, uma;Sim
13777;210059876284;2023;8;M;Branca;Não Respondeu;MG;625.9;582.1;560.2;772.5;820.0;F;C;H;Sim, uma;Sim, uma;Sim
13778;210060071220;2023;3;M;Branca;Privada;RS;464.2;567.9;530.2;640.9;900.0;F;E;D;Sim, uma;Sim, quatro ou mais;Sim
13779;210060648279;2023;8;F;Preta;Não Respondeu;SP;586.0;630.5;600.7;718.1;820.0;D;E;K;Sim, uma;Sim, três;Sim
13780;210058704522;2023;5;M;Parda;Não Respondeu;PB;332.0;365.2;294.7;396.6;580.0;E;E;F;Sim, uma;Não;Sim
13781;210060393075;2023;9;M;Branca;Não Respondeu;RS;;;;;;B;B;D;Sim, uma;Sim, uma;Sim
13782;210061622794;2023;2;F;Preta;Não Respondeu;SE;556.7;591.6;572.9;557.4;720.0;D;C;B;Sim, uma;Sim, uma;Sim
13783;210059084353;2023;4;M;Parda;Não Respondeu;PA;631.2;555.1;521.6;650.6;700.0;E;D;E;Sim, uma;Sim, uma;Sim
13784;210060766059;2023;7;M;Branca;Não Respondeu;CE;571.9;465.4;518.1;597.6;600.0;B;E;B;Sim, uma;Sim, uma;Sim
13785;210058184922;2023;3;M;Parda;Pública;SP;;;;;;D;E;D;Sim, uma;Sim, uma;Sim
13786;210058983470;2023;1;F;Parda;Não Respondeu;AP;470.1;562.7;562.4;562.7;560.0;H;G;H;Sim, uma;Sim, duas;Sim
13787;210058431652;2023;3;M;Parda;Não Respondeu;SP;;;;;;H;E;F;Sim, uma;Sim, três;Sim
13788;210060144015;2023;9;F;Não declarado;Não Respondeu;MG;462.9;499.7;495.9;364.6;520.0;D;D;C;Sim, uma;Sim, uma;Sim
13789;210059597051;2023;3;F;Branca;Pública;BA;;;;;;D;C;C;Sim, uma;Sim, uma;Sim
13790;210060882805;2023;4;M;Preta;Pública;BA;323.8;432.4;485.7;334.1;360.0;E;E;B;Sim, uma;Sim, uma;Não
13791;210060161808;2023;1;F;Amarela;Não Respondeu;SP;467.9;581.0;544.8;735.6;820.0;F;F;I;Sim, duas;Sim, três;Sim
13792;210060028884;2023;3;M;Parda;Pública;PE;507.4;544.4;481.9;453.8;580.0;E;E;B;Sim, uma;Sim, uma;Sim
13793;210060308369;2023;1;M;Parda;Não Respondeu;PE;;;;;;H;H;B;Sim, uma;Sim, uma;Sim
13794;210060175943;2023;3;M;Parda;Pública;PE;500.9;592.3;549.9;564.3;660.0;D;B;A;Sim, uma;Sim, uma;Sim
13795;210061970569;2023;3;M;Branca;Pública;SP;433.5;517.1;529.1;519.3;580.0;E;E;G;Sim, duas;Sim, quatro ou mais;Sim
13796;210061163830;2023;1;F;Indígena;Não Respondeu;GO;397.6;467.4;450.9;402.7;500.0;A;D;C;Sim, uma;Sim, uma;Sim
13797;210060032510;2023;5;M;Parda;Não Respondeu;ES;410.5;518.7;428.9;389.6;440.0;B;C;B;Sim, uma;Sim, uma;Não
13798;210058464554;2023;13;F;Parda;Não Respondeu;SP;546.9;564.8;483.6;442.4;280.0;B;A;E;Sim, uma;Sim, duas;Sim
13799;210060717405;2023;4;F;Preta;Não Respondeu;SP;556.9;519.9;526.5;529.4;480.0;D;E;E;Sim, uma;Sim, duas;Sim
13800;210058399520;2023;1;F;Preta;Não Respondeu;PA;;440.3;490.2;;540.0;E;D;D;Sim, duas;Sim, duas;Sim
13801;210058660340;2023;3;M;Branca;Privada;MG;698.0;665.6;590.7;770.0;860.0;F;G;G;Sim, uma;Sim, uma;Sim
13802;210058285374;2023;5;F;Parda;Não Respondeu;PB;;;;;;E;D;C;Sim, uma;Sim, uma;Sim
13803;210059215097;2023;15;F;Parda;Não Respondeu;SP;580.4;647.1;574.1;605.5;500.0;B;B;C;Sim, uma;Não;Sim
13804;210060368478;2023;10;F;Preta;Não Respondeu;BA;;;;;;B;E;C;Sim, uma;Sim, três;Sim
13805;210059832308;2023;6;M;Não declarado;Não Respondeu;AL;487.2;397.2;486.9;505.8;640.0;F;F;G;Sim, uma;Sim, uma;Sim
13806;210059263588;2023;9;F;Parda;Não Respondeu;PA;;;;;;B;C;B;Sim, uma;Sim, uma;Não
13807;210060260002;2023;3;F;Branca;Não Respondeu;SP;480.0;565.2;584.6;598.3;660.0;F;E;C;Sim, uma;Sim, uma;Sim
13808;210061745638;2023;2;F;Branca;Pública;SC;;;;;;E;D;B;Sim, uma;Sim, uma;Sim
13809;210060905484;2023;11;M;Parda;Não Respondeu;SP;;516.4;373.8;;640.0;D;D;A;Sim, uma;Sim, uma;Sim
